Sentence,Previous,Next
"The Chief Labour Commissioner, the Deputy Chief
Labour Commissioner, the Assistant Labour Commissioner and the Labour Enforcement Officers ofBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 67the Government of India as also the appropriate inspecting officers of the Government of Haryana
shall supervise strictly the enforcement of this obligation and initiate necessary action if there is any
default.","The Central Government and the State of
Haryana will also take steps for ensuring that the vessels in which drinking water is kept by the
mine-lessees and stone crusher owners are kept in clea and hygienic condition and are emptied,
cleaned and refilled every day and they shall also ensure that minimum wage is paid to the women
and/or children who look after the vessels.","The Central Government as also the State of Haryana will also immediately direct the
mine-lessees and stone-crusher owners to start obtaining drinking water from any unpolluted
source or sources of supply and to transport it by tankers to the works site with sufficient frequency
so as to be able to keep the vessels filled up for supply of clean drinking water to the workmen."
"It is indeed regrettable that despite there being
a mandatory provision for medical and first aid facilities in Section 21 of the Mines Act 1952 andBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 68Rules 40 to 45A of the Mines Rules 1955, no medical or first aid facilities seem to be provided in the
stone quarries and stone crushers.","The Report of Dr. Patwardhan shows that no such facilities are
provided to the workmen employed in the stone quarries and stone crushers and this finding was
not seriously disputed on behalf of the respondents.","We would therefore direct the Central Government as also the
State Government to take steps to immediately ensure that proper and adequate medical and first
aid facilities as required by Section 21 of the Mines Act 1952 and Rules 40 to 45A of the Mines Rules
1955 are provided by the mine-lessees and owners of stone quarries to the workmen."
"We would therefore direct that as soon as any workman employed in a
stone quarry or stone crusher receives injury or contracts disease in the course of his employment,
the concerned mine-lessee or stone crusher owner shall immediately report this fact to the ChiefBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 69Inspector or Inspecting Officers of the Central Government and/or the State Government and such
Inspecting Officers shall immediately provide legal assistance to the workman with a view to
enabling him to file a claim for compensation before the appropriate court or authority and they
shall also ensure that such claim is pursued vigorously and the amount of compensation awarded to
the workman is secured to him.","It is also necessary to point out that
whenever any workman suffers any injury or contracts any disease in the course of employment, he
is entitled to compensation under the Workmens' Compensation Act 1923, but unfortunately he is
very often not in a position to approach the appropriate court or authority for enforcing his claim to
compensation and even if he files such a claim, it takes a long time before such claim is disposed of
by the court or authority.","We would like to impress upon the Court or Authority before which
a claim for compensation is filed by or on behalf of the workman to dispose of such claim without
any undue delay, since delay in the awarding of compensation to the workman would only and to his
misery and helplessness and would be nothing sort of gross denial of justice to him."
"We accordingly allow this writ petition and issue the above directions to the Central Government
and the State of Haryana and the various authorities mentioned in the preceding paragraphs of this
judgment so that these poor unfortunate workmen who lead a miserable existence in small hovels,
exposed to the vagaries of weather, drinking foul water, breathing heavily dust-laden polluted airBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 70and breaking and blasting stone all their life, may one day be able to realise that freedom is not only
the monopoly of a few but belongs to them all and that they are also equally entitled along with
others to participate in the fruits of freedom and development.","We would therefore strongly impress upon the magistrates and judicial officers to
take a strict view of violation of labour laws and to impose adequate punishment on the erring
employers so that they may realise that it does not pay to commit a breach of such laws and to deny
the benefit of such laws to the workmen.","These directions may be summarized
as follows (1) The Government of Haryana will, without any delay and at any rate within six weeks
from today, constitute Vigilance Committee in each sub- division of a district in compliance with the
requirements of section 13 of the Bonded Labour System (Abolition) Act 1976 keeping in view the
guidelines given by us in this judgment."
"(8) The Central Government and the Government of Haryana will ensure that payment of wages is
made directly to the workmen by the mine lessees and stone crusher owners or at any rate in the
presence of a representative of the mine lesseses or stone crusher owners and the inspecting officersBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 71of the Central Government as also of the Government of Haryana shall carry out periodic checks in
order to ensure that the payment of the stipulated wage is made to the workmen.","(7) The Central Government will direct the inspecting officers of the Central Enforcement
Machinery or any other appropriate inspecting officers to carry out surprise checks at least once in a
week for the purpose of ensuring that the trucks are not loaded beyond their true measurement
capacity and if it is found that the trucks are loaded in excess of the true measurement capacity, the
inspecting officers carrying out such checks will immediately bring this fact to the notice of the
appropriate authorities and necessary action shall be initiated against the defaulting mine owners
and/or thekedars or jamadars.","(9) The Central Board of Workers Education will organise periodic camps near the sites of stone
quarries and stone crushers in Faridabad district for the purpose of educating the workmen in the
rights and benefits conferred upon them by social welfare and labour laws and the progress made
shall be reported to this Court by the Central Board of Workers Education at least once in three
months."
"(15) The Central Government and the State Government will take steps to immediately ensure that
appropriate and adequate medical and first aid facilities as required by section 21 of the Mines Act
1952 and Rules 40 to 45A of the Mines Rules 1955 are provided to the workmen not later than 31st
January 1984.Bandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 72(16) The Central Government and the Government of Haryana will ensure that every workmen who
is required to carry out blasting with explosives is not only trained under the Mines Vocational
Training Rules 1966 but also holds first aid qualification and carries a first aid outfit while on duty
as required by Rule 45 of the Mines Rules 1955.","(14) The Central Government and the State Government will ensure that conservancy facilities in the
shape of latrines and urinals in accordance with the provisions contained in section 20 of the Mines
Act, 1950 and Rules 33 to 36 of the Mines Rules 1955 are provided at the latest by 15th February
1984.","(17) The Central Government and the State Government will immediately take steps to ensure that
proper and adequate medical treatment is provided by the mine lessees and owners of stone
crushers to the workmen employed by them as also to the members of their families free of cost and
such medical assistance shall be made available to them without any cost of transportation or
otherwise and the doctor's fees as also the cost of medicines prescribed by the doctors including
hospitalisation charges, if any, shall also be reimbursed to them."
"(a) He will visit the stone quarries and stone crushers in Faridabad district and ascertain by
enquiring from the labourers in each stone quarry or stone crusher in the manner set out by us
whether any of them are being forced to provide labour and are bonded labourers and he will
prepare in respect of each stone quarry or stone crusher a statement showing the names and
particulars of those who, according to the inquiry made by him, are bonded labourers and he willBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 73also ascertain from them whether they want to continue to work in the stone quarry or stone crusher
or they want to go away and if he finds that they want to go away, he will furnish particulars in
regard to them to the District Magistrate, Faridabad and the District Magistrate will, on receipt of
the particulars from Shri Laxmi Dhar Misra, make necessary arrangements for releasing them and
provide for their transporation back to their homes and for this purpose the State Government will
make the requisite funds available to the District Magistrate.","We also appoint Shri Laxmi Dhar Misra, Joint Secretary in the Ministry of Labour, Government of
India as a Commissioner for the purpose of carrying out the following assignment.","(b) He will also enquire from the mine lessees and owners of stone crushers as also from the
thekedars and jamadars whether there are any advances made by them to the labourers working in
the stone quarries or stone crushers and if so, whether there is any documentary evidence in support
of the same and he will also ascertain what, according to the mine lessees and owners of stone
crushers or the Jamadar or Thekedar, are the amounts of loans still remaining outstanding against
such labourers."
"(h) He will also enquire whether the various other directions given by us in this judgment have been
and are being carried out by the mine lessees and stone crusher owners.Bandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 74Shri Laxmi Dhar Misra will carry out this assignment entrusted to him and make his report to the
Court on or before 28th February 1984.","(g) He will also ascertain whether the directions given by us in this judgment in regard to provision
of first aid facilities and proper and adequate medical treatment including hospitalisation to the
workmen and the members of their families are being carried out by the mine lessees and stone
crusher owners and the necessary first aid facilities and proper and adequate medical services
including hospitalisation are provided to the workmen and the members of their families.","It will be open to Shri Laxmi Dhar Misra to take the
assistance of such other person or persons as he thinks fit including officers or employees in the
Ministry of Labour or in the Ministry of Mines, who may be made available by the higher
authorities."
"They claim to represent an increasing emphasis on social welfare and a progressive
humanitarianism.Bandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 75On the other side, the attempts of the judge and the lawyer are watched with skeptical concern by
those who see interference by the courts in public interest litigation as a series of quixotic forays in a
world of unyielding and harsh reality, whose success in the face of opposition bolstered by the
inertia and apathy of centuries is bound to be limited in impact and brief in duration.","These urges are responsible for the birth of new judicial concepts and the expanding horizon of
juridical power.","They see
judicial endeavour frustrated by the immobility of public concern and a traditional resistance to
change, and believe that the temporary success gained is doomed to waste away as a mere ripple in
the vastness of a giant slow-moving society."
"It deals with a definite framework of facts requiring identification
through principles codified by statute and on the basis of which the right-obligation
relations between the parties are determined, culminating in the grant or denial of
relief by the Court, It is a proceeding confined to the parties, on whose volition
depends the fact material brought on the record, with the judge sitting over theBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 76contest as a mere passive neutral umpire.","In the usual form, the suit is an organised proceeding between two individual
contestants.",Judicial initiative has no significant role.
"In India, as the
consciousness of social justice spread though our multi- layered social order, theBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 77courts began to come under increasing pressure from social action groups petitioning
on behalf of the underprivileged and deprived sections of society for the fulfillment of
their aspirations.","The movements accelerated with the close of the
Second World War, and a character of human rights was written into the political
constitutions adopted by most nations emerging from colonial rule even as, on
another plane, it altered our basic conception of international law.","It is not necessary to detail the number of cases of public interest
litigation which have entered this Court."
"I see grave danger inherent in a practice where a mere letter is
entertained as a petition from a person whose antecedents and status are unknown or
so uncertain that no sense of responsibility can, without anything more, be attributedBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 78to the communication.","It is only
comparatively recently that the Court has begun to call for the filing of a regular
petition on the letter.","There is good reason for the insistence on a document being
set out in a form, or accompanied by evidence; indicating that the allegations made in
it are made with a sense of responsibility by a person who has taken due care and
caution to verify those allegations before making them."
"When the jurisdiction of the Court isBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 79invoked, it is the jurisdiction of the entire court.","No such communication of petition can
properly be addressed to a particular Judge.","Which Judge or Judges will hear the
case is exclusively a matter concerning the internal regulation of the business of the
Court, interference with which by a litigant or member of the public constitutes the
grossest impropriety."
"This lastBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 80aspect of the matter calls for more detailed consideration, which will be attempted
later.","Importantly, at the same time, the
Court must never forget that its jurisdiction extends no farther than the legitimate
limits of its constitutional powers, and avoid trespassing into political territory which
under the Constitution has been appropriated to other organs of the State.","The procedures adopted by the Court in cases of public interest litigation must of
course be procedures designed and shaped by the Court with a view to resolving the
problem presented before it and determining the nature and extent of relief
accessible in the circumstances."
"The court
should be wary of suggestions favouring novel procedures in cases where accepted
procedural rules will suffice.Bandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 81Turning now to the nature and extent of the relief which can be contemplated in
public interest litigation, we enter into an area at once delicate and sensitive and
fraught with grave implications.","They are rules rooted in reason and
fairplay, and their governance guarantees a just disposition of the case.","Article 32 confers the widest amplitude of power on
this Court in the matter of granting relief."
"But there is always the
possibility, in public interest litigation, of succumbing to the temptation of crossingBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 82into territory which properly pertains to the Legislature or to the Executive
Government.","Where the Court embarks upon affirmative action in the attempt to remedy a
constitutional imbalance within the social order, few critics will find fault with it so
long as it confines itself to the scope of its legitimate authority.","For in most cases the jurisdiction of the Court is invoked when a default
occurs in executive administration, and sometimes where a void in community life
remains unfilled by legislative action."
"The example of similarBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 83cases in other countries can afford little support.","In most
cases of public interest litigation, there will be neither precedent nor settled practice
to add weight and force to the vitality of the Court's action.","The successful implementation of
the orders of the Court will depend upon the particular social forces in the backdrop
of local history, the prevailing economic pressures, the duration of the stages
involved in the implementation, the momentum of success from stage to stage, and
acceptance of the Court's action at all times by those involved in or affected by it."
"For that alone gives the decision ofBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 84the Court a direction which is certain, and unfaltering, and that particular permanence in legal
jurisprudence which makes it a base for the next step forward in the further progress of the law.","There is great merit in the Court proceeding to decide an issue on the basis of strict legal principle
and avoiding carefully the influence of purely emotional appeal.","Indeed, both certainty of substance and certainty of direction are indispensable requirements in the
development of the law, and invest it with the credibility which commands public confidence in its
legitimacy."
"The case is one of
considerable importance to a section of our people, who pressed by the twin misfortunes of povertyBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 85and illiteracy, are compelled to a condition of life which long since should have passed into history.","On the merits of the case I find myself in agreement with my brother Bhagwati, both in regard to the
operation of the various statutes as well as the directions proposed by him.","The continued existence of such pockets of oppression and misery do no justice to the promises and
assurances extended by our Constitution to its citizens."
"32 of the Constitution for his freedom from wrongfulBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 86and illegal detention, and for being set at liberty.","There cannot be any manner of doubt that
any person who is wrongfully and illegally detained and is deprived of his liberty can
approach this Court under Art.","In my opinion, whenever any
person is wrongfully and illegally deprived of his liberty, it is open to anybody who is
interested in the person to move this Court under Art."
"(4) The right guaranteed by this article shall not be suspendedBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 87except as otherwise provided for by this Constitution.""","(3) Without prejudice to the powers conferred on the Supreme Court by clauses (1)
and (2), Parliament may by law empower any other Court to exercise within the local
limits of its jurisdiction all or any of the powers exercisable by the Supreme Court
under clause (2).",Art.
"They, however, do not and cannot have the effect of limiting theBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 88jurisdiction of this Court of entertaining a proceeding under Art.",32 of the Constitution.,"32 of the Constitution, if made,
only in the manner prescribed by the rules."
"The Petitioner which claims to be a Social Welfare Organisation
interested in restoring liberty and dignity to these unfortunate bonded labourers should be
considered competent to move this Court by a letter or like communication addressed to this Court,
to avoid trouble and expenses, as the petitioner is not moving this Court for any personal or privateBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 89benefit.","In the present case, the unfortunate workers who are emploced as bonded labourers at as distant
place, could not possibly in view of their bondage, move this Court, following the procedure laid
down in the Rules of this Court.","I shall now consider the third and the last objection which relates to the powers of this Court to
direct an enquiry into the allegations made and to call for a report in a proceeding under Art."
"The power to appoint a commission or an investigating body for making enquiries
in terms of directions given by the Court must be considered to be implied and inherent in the
power that the Court has underBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 90Art.","When this Court is approached on behalf of this class of people for enforcement of
fundamental rights of which they have been deprived and which they are equally entitled to enjoy, it
becomes the special responsibility of this Court to see that justice is not denied to them and the
disadvantageous position in which they are placed, do not stand in the way of their getting justice
from this Court.",32 for enforcement of the fundamental rights guaranteed under the Constitution.
"Apart from the principal grievance
made that the workmen in the instant case are bonded labourers, various grievances
on behalf of the workmen have been voiced and denial to the workmen of variousBandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 91other just rights has been alleged.","On the merits of the case my learned brother Bhagwati, J. has in his judgment
carefully and elaborately discussed all the aspects.","The grievance of denial of other just rights to the
workmen and the reliefs claimed for giving the workmen the benefits to which they
may be entitled under various legislations enacted for their welfare are more or less
in the nature of consequential reliefs incidental to the main relief of freedom from
bonded and forced labour to which the workmen are subjected."
"S. R.                                  Petitions allowed and
                                       preliminary grounds
                                       rejected.Bandhua Mukti Morcha vs Union Of India & Others on 16 December, 1983
Indian Kanoon - http://indiankanoon.org/doc/595099/ 92","As I am in
agreement with the views expressed by my learned Brother Bhagwati, J. I do not
propose to deal with these aspects at any length and I content myself by expressing
my agreement with the judgment of my learned brother Bhagwati, J. on these
matters.",
