Sentence,Previous,Next
"That being not the case, there is no question of pensioners dividing the pension fund
which, if more persons are admitted to the scheme, would pro rata affect the share.","One could have appreciated this line of
reasoning where there is a contributory scheme and a pension fund from which alone pension is
disbursed.","Therefore, there
is no question of dividing the pension fund."
"Therefore, there
is no question of dividing the pension fund.","That being not the case, there is no question of pensioners dividing the pension fund
which, if more persons are admitted to the scheme, would pro rata affect the share.","Pension is a liability incurred and has to be provided for
in the budget."
"He would be governed by the
liberalised pension scheme.","Take a government servant who retired on April 1, 1979.",By that time he had put in qualifying service of 35 years.
"His length of
service is a relevant factor for computation of pension.",By that time he had put in qualifying service of 35 years.,"Has the Government made it retroactive, 35
years backward compared to the case of a Government servant who retired on 30th March, 1979 ?"
"Concept of qualifying service takes note of length of service, and pension quantum is correlated toD.S.","Has the Government made it retroactive, 35
years backward compared to the case of a Government servant who retired on 30th March, 1979 ?","Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 25qualifying service."
It must be remembered that pension is relatable to qualifying service.,"Is it retroactive for 35 years for one and not retroactive for a person who retired
two days earlier ?","It has
correlation to the average emoluments and the length of service."
"Assuming the Government had not prescribed the specified date and thereby provided that
those retiring pre and post the specified date would all be governed by the liberalised pension
scheme, undoubtedly, it would be both prospective and retroactive.","(see Craies on Statute Law, sixth edition, p.
387).","Only the pension will have to be
recomputed in the light of the formula enacted in the liberalised pension scheme and effective from
the date the revised scheme comes into force."
"Only the pension will have to be
recomputed in the light of the formula enacted in the liberalised pension scheme and effective from
the date the revised scheme comes into force.","Assuming the Government had not prescribed the specified date and thereby provided that
those retiring pre and post the specified date would all be governed by the liberalised pension
scheme, undoubtedly, it would be both prospective and retroactive.","And beware that it is not a new scheme, it is only a
revision of existing scheme."
"Now if pension as we view it, is some kind of
retirement wages for past service, can it be denied to those who retired earlier, revised retirement
benefits being available to future retirees only ?",This is just and fair.,"Therefore, there is no substance in the contention
that the court by its approach would be making the scheme retroactive, because it is implicit in
theory of wages."
"It is the event of retirement subsequent to the
specified date which introduces discrimination in one otherwise homogeneous class of pensioners.","Undoubtedly when an upward revision is introduced, a date from
which it becomes effective has to be provided.","This arbitrary selection of the happening of event subsequent to specified date denies equality of
treatment to persons belonging to the same class, some preferred and some omitted."
"We find no difficulty in implementing the scheme omitting the event happening
after the specified date retaining the more humane formula for computation of pension.","Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 26It was very seriously contended, remove the event correlated to date and examine whether the
scheme is workable.","It would
apply to all existing pensioners and future pensioners."
"It would
apply to all existing pensioners and future pensioners.","We find no difficulty in implementing the scheme omitting the event happening
after the specified date retaining the more humane formula for computation of pension.","In the case of existing pensioners, the
pension will have to be recomputed by applying the rule of average emoluments as set out in Rule 34
and introducing the slab system and the amount worked out within the floor and the ceiling."
"In the case of existing pensioners, the
pension will have to be recomputed by applying the rule of average emoluments as set out in Rule 34
and introducing the slab system and the amount worked out within the floor and the ceiling.","It would
apply to all existing pensioners and future pensioners.","But we make it abundantly clear that arrears are not required to be made because to that extent the
scheme is prospective."
"All pensioners whenever they retired would be covered by the liberalised
pension scheme, because the scheme is a scheme for payment of pension to a pensioner governed by
1972 Rules.","But we make it abundantly clear that arrears are not required to be made because to that extent the
scheme is prospective.",The date of retirement is irrelevant.
"But the revised scheme would be operative from the
date mentioned in the scheme and would bring under its umbrella all existing pensioners and those
who retired subsequent to that date.",The date of retirement is irrelevant.,"In case of pensioners who retired prior to the specified date,
their pension would be computed afresh and would be payable in future commencing from the
specified date."
"In case of pensioners who retired prior to the specified date,
their pension would be computed afresh and would be payable in future commencing from the
specified date.","But the revised scheme would be operative from the
date mentioned in the scheme and would bring under its umbrella all existing pensioners and those
who retired subsequent to that date.",No arrears would be payable.
"In our opinion, it would make a marginal difference in the case of past pensioners
because the emoluments are not revised.","And that would take care of the grievance of
retrospectivity.","The last revision of emoluments was as per the
recommendation of the Third Pay commission (Raghubar Dayal Commission)."
"The slab will provide slightly higher pension and if someone reaches the maximum the old lower
ceiling will not deny him what is otherwise justly due on computation.","If the emoluments
remain the same, the computation of average emoluments under amended Rule 34 may raise the
average emoluments, the period for averaging being reduced from last 36 months to last 10 months.","The words ""who were in
service on 31st March, 1979 and retiring from service on or after the date""
excluding the date for commencement of revision are words of limitation introducing
the mischief and are vulnerable as denying equality and introducing an arbitrary
fortuitous circumstance can be severed without impairing the formula."
The pensioners do not challenge the liberalised pension scheme.,"14, the approach is not: 'either take it or leave it', the
approach is removal of arbitrariness and if that can be brought about by severing the
mischievous portion the court ought to remove the discriminatory part retaining the
beneficial portion.",They seek the benefit of it.
"State grants upward revision of pension undoubtedly
from a date.","This approach can be legitimised on the ground that every
Government servant retires.",Event has occurred revision has been earned.
"If the date is wholly removed,
revised pensions will have to be paid from the actual date of retirement of each
pensioner.","Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 27payment of arrears which may impose a heavy burden.",That is impermissible.
"The State cannot be burdened with arrears
commencing from the date of retirement of each pensioner.",That is impermissible.,"But effective from the
specified date future pension of earlier retired Government servants can be computed
and paid on the analogy of fitments in revised pay-scales becoming prospectively
operative."
"But effective from the
specified date future pension of earlier retired Government servants can be computed
and paid on the analogy of fitments in revised pay-scales becoming prospectively
operative.","The State cannot be burdened with arrears
commencing from the date of retirement of each pensioner.","That removes the nefarious unconstitutional part and retains the beneficial
portion."
"It does not adversely affect future pensioners and their presence in the
petitions becomes irrelevant.","That removes the nefarious unconstitutional part and retains the beneficial
portion.","But before we do so, we must look into the reasons
assigned for eligibility criteria, namely, 'in service on the specified date and retiring
after that date'."
"In case before us, the eligibility criteria for being
eligible for liberalised pension scheme have been picked out from where it is difficult to gather and
no rationale is discernible nor one was attempted at the hearing.","The Court held that the Central Government cannot pick out a date from a hat and that is what it
seems to have done in saying that a period prior to that date would not be deemed to be approved by
the Central Government within the second proviso.","The ratio of the decision would
squarely apply to the facts of this case."
"Now if the choice of date is arbitrary, eligibility criteria is unrelated to the object sought to be
achieved and has the pernicious tendency of dividing an otherwise homogeneous class, the question
is whether the liberalised pension scheme must wholly fail or that the pernicious part can be
severed, cautioning itself that this Court does not legislate but merely interprets keeping in view the
underlying intention and the object, the impugned measure seeks to subserve ?","And apart from
the first test that the division must be referable to some rational principle, if the choice of the date or
classification is wholly unrelated to the objects sought to be achieved, it cannot be upheld on the
specious plea that was the choice of the Legislature.","Even though it is not
possible to oversimplify the issue, let us read the impugned memoranda deleting the
unconstitutional part."
"Omitting it, the memoranda will read like this :
""At present, pension is calculated at the rate of 1/80th of average emoluments for
each completed year of service and is subject to a maximum of 33/80 of average
emoluments and is further restricted to a monetary limit of Rs.","Even though it is not
possible to oversimplify the issue, let us read the impugned memoranda deleting the
unconstitutional part.","1,000/- per month."
"The President is, now, pleased to decide that with effect from 31st March, 1979 the
amount of pension shall be determined in accordance with the following slabs.""","1,000/- per month.","If from the impugned memoranda the event of being in service and retiring subsequent to specified
date is severed, all pensioners would be governed by the liberalised pension scheme."
"If from the impugned memoranda the event of being in service and retiring subsequent to specified
date is severed, all pensioners would be governed by the liberalised pension scheme.","The President is, now, pleased to decide that with effect from 31st March, 1979 the
amount of pension shall be determined in accordance with the following slabs.""","The pension
will have to be recomputed in accordance with the provisions of the liberalised pension scheme as
salaries were required to be recomputed in accordance with the recommendation of the Third Pay
Commission but becoming operative from the specified date."
"The pension
will have to be recomputed in accordance with the provisions of the liberalised pension scheme as
salaries were required to be recomputed in accordance with the recommendation of the Third Pay
Commission but becoming operative from the specified date.","If from the impugned memoranda the event of being in service and retiring subsequent to specified
date is severed, all pensioners would be governed by the liberalised pension scheme.","It does therefore appear that the
reading down of impugned memoranda by severing the objectionable portion would not render the
liberalised pension scheme vague, unenforceable or unworkable."
"It does therefore appear that the
reading down of impugned memoranda by severing the objectionable portion would not render the
liberalised pension scheme vague, unenforceable or unworkable.","The pension
will have to be recomputed in accordance with the provisions of the liberalised pension scheme as
salaries were required to be recomputed in accordance with the recommendation of the Third Pay
Commission but becoming operative from the specified date.","In reading down the memoranda, is this Court legislating ?"
"The date is retained without qualification as the effective date for
implementation of scheme, it being made abundantly clear that in respect of all pensioners
governed by 1972 Rules, the pension of each may be recomputed as on April 1, 1979 and future
payments be made in accordance with fresh computation under the liberalised pension scheme as
enacted in the impugned memoranda.","It
would be just and proper that the provision in the memoranda while retaining the date for its
implementation, but providing 'that in respect of Government servants who were in service on the
31st March, 1979 but retiring from service in or after that date' can be legally and validly severed and
must be struck down.","No arrears for the period prior to 31st March, 1979 in
accordance with revised computation need be paid."
"In this context the last submission of the learned Attorney General was that as the pension is always
correlated to the date of retirement, the Court cannot change the date of retirement, and impose
fresh commutation benefit.","No arrears for the period prior to 31st March, 1979 in
accordance with revised computation need be paid.",We are doing nothing of this kind.
"The average emoluments have
to be worked out keeping in view the emoluments drawn by him before retirement but in accordance
with the principles of the liberalised pension scheme.",The date of retirement of each employee remains as it is.,"The two features which make the liberalised
pension scheme more attractive is the redefining of average emoluments in Rule 34, and
introduction of slab system simultaneously raising the ceiling."
"The two features which make the liberalised
pension scheme more attractive is the redefining of average emoluments in Rule 34, and
introduction of slab system simultaneously raising the ceiling.","The average emoluments have
to be worked out keeping in view the emoluments drawn by him before retirement but in accordance
with the principles of the liberalised pension scheme.","Within these parameters, the pension
will have to be recomputed with effect from the date from which the liberalised pension scheme
came into force i.e."
"Within these parameters, the pension
will have to be recomputed with effect from the date from which the liberalised pension scheme
came into force i.e.","The two features which make the liberalised
pension scheme more attractive is the redefining of average emoluments in Rule 34, and
introduction of slab system simultaneously raising the ceiling.","March 31, 1979."
"There is no question of fresh commutation of pension of the
pensioners who retired prior to 31st March, 1979 and have already availed of the benefit of
commutation.","March 31, 1979.","It is not open to them to get that benefit at this late date because commutation has to
be availed of within specified time limit from the date of actual retirement."
"Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 32the liberalised pension scheme, is to ignore the constitutional mandate.",To say that by our approach we are restructuringD.S.,"Similarly, the court is not
conferring benefits by this approach, the court only removes the illegitimate classification and after
its removal the law takes its own course."
"The Executive with parliamentary mandate liberalised the
pension scheme.",We entertain no such apprehension.,"It is implicit in liberalising the scheme that the deed to grant little higher rate of
pension to the pensioners was considered eminently just."
"It is implicit in liberalising the scheme that the deed to grant little higher rate of
pension to the pensioners was considered eminently just.","The Executive with parliamentary mandate liberalised the
pension scheme.","One could have understood persons in the
higher pay bracket being excluded from the benefits of the scheme because it would have meant that
those in higher pay bracket could fend for themselves."
"While examining
their representation for better pensionary benefit, the Committee concluded as under:
""The Committee are of the view that Government owe a moral responsibility to
provide adequate relief to its retired employees including pre 1.1.1973 pensioners,
whose actual value of pensions has been eroded by the phenomenal rise in the prices
of essential commodities.","Parliament would not have hesitated to
extend the benefit otherwise considered eminently just, and this becomes clearly discernible from
page 35 of 9th Report of Committee on Petitions (Sixth Lok Sabha) April, 1976.","In view of the present economic conditions in India and
constant rise in the cost of living due to inflation, it is all the more important even
from purely humanitarian considerations if not from the stand point of fairness and
justice, to protect the actual value of their meagre pensions to enable the pensioners
to live in their declining years with dignity and in reasonable comfort."""
"In view of the present economic conditions in India and
constant rise in the cost of living due to inflation, it is all the more important even
from purely humanitarian considerations if not from the stand point of fairness and
justice, to protect the actual value of their meagre pensions to enable the pensioners
to live in their declining years with dignity and in reasonable comfort.""","While examining
their representation for better pensionary benefit, the Committee concluded as under:
""The Committee are of the view that Government owe a moral responsibility to
provide adequate relief to its retired employees including pre 1.1.1973 pensioners,
whose actual value of pensions has been eroded by the phenomenal rise in the prices
of essential commodities.","Therefore, we are not inclined to share the apprehension voiced by the learned Attorney that if we
strike down the unconstitutional part, the parliament would not have enacted the measure."
"There is no pension fund as it is found either in contributory
pension schemes administered in foreign countries or as in Insurance-linked pensions.","However in this connection, we want
to steer clear of a misconception.","Non-
contributory pensions under 1972 rules is a State obligation."
"Non-
contributory pensions under 1972 rules is a State obligation.","There is no pension fund as it is found either in contributory
pension schemes administered in foreign countries or as in Insurance-linked pensions.","It is an item of expenditure voted year
to pear depending upon the number of pensioners and the estimated expenditure."
"It is an item of expenditure voted year
to pear depending upon the number of pensioners and the estimated expenditure.","Non-
contributory pensions under 1972 rules is a State obligation.","Now when the
liberalised pension scheme was introduced, we would justifiably assume that the Government
servants would retire from the next day of the coming into operation of the scheme and the burdenD.S."
"Now when the
liberalised pension scheme was introduced, we would justifiably assume that the Government
servants would retire from the next day of the coming into operation of the scheme and the burdenD.S.","It is an item of expenditure voted year
to pear depending upon the number of pensioners and the estimated expenditure.","Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 33will have to be computed as imposed by the liberalised scheme."
"Further Government has been
granting since nearly a decade temporary increases from time to time to pensioners.","Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 33will have to be computed as imposed by the liberalised scheme.","Therefore, the
difference will be marginal."
"Further, let it not be forgotten that the old pensioners are on the way out and their number is fast
decreasing.","Therefore, the
difference will be marginal.","While examining the financial implication, this Court is only concerned with the
additional liability that may be imposed by bringing in pensioners who retired prior to April 1, 1979
within the fold of liberalised pension scheme but effective subsequent to the specified date."
"While examining the financial implication, this Court is only concerned with the
additional liability that may be imposed by bringing in pensioners who retired prior to April 1, 1979
within the fold of liberalised pension scheme but effective subsequent to the specified date.","Further, let it not be forgotten that the old pensioners are on the way out and their number is fast
decreasing.","That it is
a dwindling number is indisputable."
"And again the large bulk comprises pensioners from lower
echelons of service such as Peons, L.D.C., U.D.C., Assistant etc.","That it is
a dwindling number is indisputable.","In a chart submitted to us, the
Union of India has worked out the pension to the pensioners who have retired prior to the specified
date and the comparative advantage, if they are brought within the purview of the liberalised
pension scheme."
"In a chart submitted to us, the
Union of India has worked out the pension to the pensioners who have retired prior to the specified
date and the comparative advantage, if they are brought within the purview of the liberalised
pension scheme.","And again the large bulk comprises pensioners from lower
echelons of service such as Peons, L.D.C., U.D.C., Assistant etc.","The difference upto the level of Assistant or even Section Officer is marginal
keeping in view that the old pensioners are getting temporary increases."
"The difference upto the level of Assistant or even Section Officer is marginal
keeping in view that the old pensioners are getting temporary increases.","In a chart submitted to us, the
Union of India has worked out the pension to the pensioners who have retired prior to the specified
date and the comparative advantage, if they are brought within the purview of the liberalised
pension scheme.","Amongst the higher
officers, there will be some difference because the ceiling is raised and that would introduce the
difference."
"It was said that
if pensioners who retired prior to 31st March, 1979 are brought within the purview of the liberalised
pension scheme, Rs.",It is however necessary to refer to one figure relied upon by respondents.,233 crores would be required for fresh commutation.
"And availability of other benefits is hardly a relevant factor because pension is admissible
to all retirees.","The apparent fallacy in
the submission is that if the benefit of commutation is already availed of, it cannot and need not be
reopened.","The figures submitted are thus neither frightening nor the liability is supposed to be
staggering which would deflect us from going to the logical end of constitutional mandate."
"51 crores
but that assumes that every pensioner has survived till date and will continue to survive.","Even
according to the most liberal estimate, the average yearly increase is worked out to be Rs.","Therefore,
we are satisfied that the increased liability consequent upon this judgment is not too high to be
unbearable or such as would have detracted the Government from covering the old pensioners
under the scheme."
"Therefore,
we are satisfied that the increased liability consequent upon this judgment is not too high to be
unbearable or such as would have detracted the Government from covering the old pensioners
under the scheme.","51 crores
but that assumes that every pensioner has survived till date and will continue to survive.",Locus standi of third petitioner was questioned.
"This Society received a large number of representations from old pensioners,
individually unable to undertake the journey through labyrinths of legal judicial process, costly and
protracted, and.","Its
members consist of public spirited citizens who have taken up the cause of ventilating legitimate
public problems.","therefore, approached petitioner No."
"With the expanding horizons of socio-economic justice, the socialist
Republic and welfare State which we endeavour to set up and largely influenced by the fact that the
old men who retired when emoluments were comparatively low and are exposed to vagaries of
continuously rising prices, the falling value of the rupee consequent upon inflationary inputs, we are
satisfied that by introducing an arbitrary eligibility criteria: 'being in service and retiring subsequent
to the specified date' for being eligible for the liberalised pension scheme and thereby dividing a
homogeneous class, the classification being not based on any discernible rational principle and
having been found wholly unrelated to the objects sought to be achieved by grant of liberalised
pension and the eligibility criteria devised being thoroughly arbitrary, we are of the view that the
eligibility for liberalised pension scheme of being in service on the specified date and retiring
subsequent to that date' in impugned memoranda, Exhibits P-I and P-2, violates Art.","Nakara & Others vs Union Of India on 17 December, 1982
Indian Kanoon - http://indiankanoon.org/doc/1416283/ 34That is the end of the journey.","14 and is
unconstitutional and is struck down."
"Both the memoranda shall be enforced and implemented as
read down as under: In other words, in Exhibit P-1, the words:
""that in respect of the Government servants who were in service on the 31st March,
1979 and retiring from service on or after that date""
and in Exhibit P-2, the words:
""the new rates of pension are effective from 1st April 1979 and will be applicable to all
service officers who became/become non-effective on or after that date.""","14 and is
unconstitutional and is struck down.","are unconstitutional and are struck down with this specification that the date mentioned therein will
be relevant as being one from which the liberalised pension scheme becomes operative to all
pensioners governed by 1972 Rules irrespective of the date of retirement."
"are unconstitutional and are struck down with this specification that the date mentioned therein will
be relevant as being one from which the liberalised pension scheme becomes operative to all
pensioners governed by 1972 Rules irrespective of the date of retirement.","Both the memoranda shall be enforced and implemented as
read down as under: In other words, in Exhibit P-1, the words:
""that in respect of the Government servants who were in service on the 31st March,
1979 and retiring from service on or after that date""
and in Exhibit P-2, the words:
""the new rates of pension are effective from 1st April 1979 and will be applicable to all
service officers who became/become non-effective on or after that date.""","Omitting the
unconstitutional part it is declared that all pensioners governed by the 1972 Rules and Army
Pension Regulations shall be entitled to pension as computed under the liberalised pension scheme
from the specified date, irrespective of the date of retirement."
"Omitting the
unconstitutional part it is declared that all pensioners governed by the 1972 Rules and Army
Pension Regulations shall be entitled to pension as computed under the liberalised pension scheme
from the specified date, irrespective of the date of retirement.","are unconstitutional and are struck down with this specification that the date mentioned therein will
be relevant as being one from which the liberalised pension scheme becomes operative to all
pensioners governed by 1972 Rules irrespective of the date of retirement.","Arrears of pension prior to the
specified date as per fresh computation is not admissible."
"Arrears of pension prior to the
specified date as per fresh computation is not admissible.","Omitting the
unconstitutional part it is declared that all pensioners governed by the 1972 Rules and Army
Pension Regulations shall be entitled to pension as computed under the liberalised pension scheme
from the specified date, irrespective of the date of retirement.",Let a writ to that effect be issued.
