Sentence,Previous,Next
"All the Muslim Women Organisations have therefore c ondemned the 
Customary Law as it adversely affects their rights.","The status of 
Muslim women under the so-called Customary Law is s imply disgraceful.","They demand that the 
Muslim Personal Law ( Shariat ) should be made applicable to them."
"They demand that the 
Muslim Personal Law ( Shariat ) should be made applicable to them.","All the Muslim Women Organisations have therefore c ondemned the 
Customary Law as it adversely affects their rights.","The 
introduction of Muslim Personal Law will automatica lly raise them to the 275 2."
"The 
introduction of Muslim Personal Law will automatica lly raise them to the 275 2.","They demand that the 
Muslim Personal Law ( Shariat ) should be made applicable to them.",Application of Personal law to Muslims.
"– 
Notwithstanding any custom or usage to the 
contrary, in all questions (save questions relating  
to agricultural land) regarding intestate 
succession, special property of females, including 
personal property inherited or obtained under 
contract or gift or any other provision of Personal  
Law, marriage, dissolution of marriage, including 
talaq , ila, zihar, lian, khula and mubaraat , 
maintenance, dower, guardianship, gifts, trusts 
and trust properties, and wakfs  (other than 
charities and charitable institutions and charitabl e 
and religious endowments) the rule of decision in  
cases where the parties are Muslims shall be 
Muslim Personal Law ( Shariat ).",Application of Personal law to Muslims.,"(Emphasis supplied) 
 
4."
"Muslim Personal Law ( Shariat ) exists in the form 
of a veritable code and is too well known to admit of any doubt or to entail 
any great labour in the shape of research, which is  the chief feature of 
Customary Law .","In addition to this present 
measure, if enacted, would have very salutary effec t on society because it 
would ensure certainty and definiteness in the mutu al rights and 
obligations of the public.","(Emp hasis supplied) 276 Act, 1955."
"Shariat, having been declared to be Muslim Personal  Law by the 
1937 Act, we have to necessarily see what Shariat i s. This has 
been beautifully explained by the renowned author, Asaf A.A. 
Fyzee in his book  Outlines of Muhammadan Law, 5 th  Edition, 
2008  at page 10.",6.,"48  
                                                 
48  Tahir Mahmood (ed."
"), Asaf A.A. Fyzee Outlines of M uhammadan Law, 5 th  edition 2008.","48  
                                                 
48  Tahir Mahmood (ed.","277 “…What is morally beautiful that must be done; 
and what is morally ugly must not be done."
"51 Similar observations were made by the High Court of  Gauhati through Baharul Islam, J. in 
Jiauddin Ahmed v. Anwara Begum (1981) 1 Gau LR 358 wherein he noted that “though 
marriage under Muslim Law is only a civil contract yet the rights and responsibilities 
consequent upon it are of such importance to the we lfare of humanity, that a high degree 
of sanctity is attached to it.","The above view has been endorsed by various High Co urts, 
finally culminating in Shamim Ara  by this Court which has since 
                                                 
50  Verses from the Holy Quran as extracted above are taken from “The Holy Qur’an” 
translated by Abdullah Yusuf Ali which was agreed t o be a fair translation by all parties.","But in spite of the sacredness of the character of the marriage-
tie, Islam recognizes the necessity, in exceptional  circumstances, of keeping the way open 
for its dissolution ”."
"Before we bid farewell to Fuzlunbi  it is 
necessary to mention that Chief Justice Baharul 
Islam, in an elaborate judgment replete with 
quotes from the Holy Quoran, has exposed the 
error of early English authors and judges who 
dealt with talaq  in Muslim Law as good even if 
pronounced at whim or in tantrum, and argued 
against the diehard view of Batchelor, J. that this  
view “is good in law, though bad in theology”.","To quote: 
 
“20.","Maybe, when the point directly arises, the 
question will have to be considered by this Court 
but enough unto the day the evil thereof and we 
do not express our opinion on this question as it 
does not call for a decision in the present case.” 
 
12."
"The Supreme Court has 
culled out the same from Mulla  and the principles 
of Mahammedan Law.","The said procedure 
has not been followed.","XXXX 
17."
"The 
Court referred to the provisions of the Quran, opin ions of 
various eminent scholars of Islamic Law and previou s judicial 
pronouncements including Shamim Ara  and came to the 
following conclusion:  
 
“45.Thus, the law with regard to talaq, as declared  
by the apex Court, is that talaq must be for a 
reasonable cause and must be preceded by 
attempt at reconciliation between the husband 
and the wife by two arbiters one chosen by wife's 
family and the other from husband's family and it 
is only if their attempts fail, talaq may be effect ed.","In A. S. Parveen Akthar  v. The Union of India 60 , the 
High Court of Madras was posed with the question on  the 
validity and constitutionality of Section 2 of the 1937 Act in so 
far as it recognises triple talaq as a valid form o f divorce.","XXXX 
48.Having regard to the law now declared by the 
apex Court in the case of Shamim Ara , 2002 AIR 
SCW 4162, talaq, in whatever form, must be for a 
reasonable cause, and must be preceded by 
attempts for reconciliation by arbiters chosen 
from the families of each of the spouses, the 
                                                 
60  2003-1-L.W."
"The mere 
pronouncement of talaq three times even in the 
presence of the wife is not sufficient to effect a 
divorce under Mohammadan Law.","The only thing to be further considered in this 
case is whether the divorce alleged to have been 
effected by the husband by pronouncement of 
talaq on 23-7-1999 is proved or not.","As held by the 
Supreme Court in Shamim Ara's  case [2002 (3) KLT 
537 (SC)], there should be an attempt of mediation 
by two mediators; one on the side of the husband 
and the other on the side of the wife and only in 
case it was a failure that the husband is entitled to 
pronounce talaq to divorce the wife… ” 
                                                 
64  2005 (4) KLT 565 296 (Emphasis supplied) 
 
21."
"What  is 
the subject matter of attack in these matters is a 
statute, namely, the Muslim Personal Law ( Shariat ) 
Application Act, 1937 (hereinafter referred to as t he 
“1937 Act”).","To this , the 
counter argument of the other side is that Muslim 305 personal laws are not being attacked as such.","According to them, Triple Talaq is 
specifically sanctioned by statutory law vide  Section 2 
of the 1937 Act and what is sought for is a declara tion 
that Section 2 of the 1937 Act is constitutionally invalid 
to the aforesaid extent."
"In a most illuminating introduction to Mulla’s 
Principles of Mahomedan Law (16 th  Ed.)",5.,"(1968), 
Justice Hidayatullah, after speaking about Prophet 
Mahomed, has this to say: 
 
“The Prophet had established himself as 
the supreme overlord and the supreme 
preceptor."
Mulla in Principles of Mahomedan Law (20 th  Ed.,"The overwhelmin g 
majority of Sunnis in India follow the Hanafi schoo l of 
law.","), 
pg."
"This then leads us to the forms of divorce 
recognized in Islamic Law.",311 9.,"Mulla (supra), at pages 
393-395,  puts it thus:  
“S."
"Fyzee, in his 
book “Outlines of Muhammadan Law” (5 th  Ed.","Another noted author, A.A.A.","), at 
pages 120-122, puts it thus: 
“The pronouncement of talaq  may be either 
revocable or irrevocable."
"The Ithna Ashari and the Fatimi 
schools, however, do not recognize the 
remaining two forms and thus preserve the 
ancient conventions of the times of the 
Law-giver.","They are, therefore, the ‘approved’ forms 
and are recognized both by Sunni and Shia 
laws.","The first, or ahsan , form is ‘most approved’ 
because the husband behaves in a 
gentlemanly manner and does not treat the 
wife as a chattel."
"The Statement of Objects and Reason s 
of this Act are as follows: 
“For several years past it has been the 
cherished desire of the Muslims of British 
India that Customary Law should in no 
case take the place of Muslim Personal 
Law.","It is at this stage that the 1937 Act needs 
consideration.","The matter has been repeatedly 
agitated in the press as well as on the 
platform."
"Customary Law is a misnomer in as 
much as it has not any sound basis to 
stand upon and is very much liable to 
frequent changes and cannot be expected 
to attain at any time in the future that 
certainty and definiteness which must be 
the characteristic of all laws.","The Jamiat-ul-Ulema-i-Hind, the 
greatest Moslem religious body has 
supported the demand and invited the 
attention of all concerned to the urgent 
necessity of introducing a measure to this 
effect.","The status of 
Muslim women under the so-called 
Customary Law is simply disgraceful."
"The status of 
Muslim women under the so-called 
Customary Law is simply disgraceful.","Customary Law is a misnomer in as 
much as it has not any sound basis to 
stand upon and is very much liable to 
frequent changes and cannot be expected 
to attain at any time in the future that 
certainty and definiteness which must be 
the characteristic of all laws.","All 
the Muslim Women Organisations have 
therefore condemned the Customary Law 
as it adversely affects their rights."
"All 
the Muslim Women Organisations have 
therefore condemned the Customary Law 
as it adversely affects their rights.","The status of 
Muslim women under the so-called 
Customary Law is simply disgraceful.","They 
demand that the Muslim Personal Law 
(Shariat ) should be made applicable to 
them ."
"They 
demand that the Muslim Personal Law 
(Shariat ) should be made applicable to 
them .","All 
the Muslim Women Organisations have 
therefore condemned the Customary Law 
as it adversely affects their rights.","The introduction of Muslim Personal 
Law will automatically raise them to the 318 position to which they are naurally entitled."
"The introduction of Muslim Personal 
Law will automatically raise them to the 318 position to which they are naurally entitled.","They 
demand that the Muslim Personal Law 
(Shariat ) should be made applicable to 
them .","In addition to this present measure, if 
enacted, would have very salutary effect 
on society because it would ensure 
certainty and definiteness in the mutual 
rights and obligations of the public."
"Muslim 
Personal Law ( Shariat ) exists in the form 
of a veritable code and is too well known to 
admit of any doubt or to entail any great 
labour in the shape of research, which is 
the chief feature of Customary Law.” 
    
 [Emphasis Supplied]  
 
12.","In addition to this present measure, if 
enacted, would have very salutary effect 
on society because it would ensure 
certainty and definiteness in the mutual 
rights and obligations of the public.",It is a short Act consisting of 6 Sections.
"- Notwithstanding any custom or 
usage to the contrary, in all questions (save 
questions relating to agricultural land) 
regarding intestate succession, special 
property of females, including personal 
properly inherited or obtained under 
contract or gift or any other provision of 
Personal Law, marriage, dissolution of 
marriage, including talaq , ila , zihar , lian , 
khula  and mubaraat , maintenance, dower, 
guardianship, gifts, trusts and trust 
properties, and wakfs  (other than charities 
and charitable institutions and charitable 
and religious endowments) the rule of 
decision in cases where the parties are 
Muslims shall be the Muslim Personal Law 
(Shariat ).” 
 
13.","Application of Personal law to 
Muslims.","A word as to the meaning of the expression 
“Shariat”."
"Law may be considered 
to be of divine origin, as is the case with the 
Hindu law and the Islamic law, or it may be 
conceived as man-made.","Fyzee (supra), at pages 9-11, 
describes “Shariat” as follows: 319 “Coming to law proper, it is necessary to 
remember that there are two different 
conceptions of law.","The latter 
conception is the guiding principle of all 
modern legislation; it is, as Ostrorog has 
pointed out, the Greek, Roman, Celtic or 
Germanic notion of law."
"Law, says a modern 
jurist, ‘streams from the soul of a people 
like national poetry, it is as holy as the 
national religion, it grows and spreads like 
language; religious, ethical, and poetical 
elements all contribute to its vital force’; it is 
‘the distilled essence of the civilization of a 
people’; it reflects the people’s soul more 
clearly than any other organism.","Modern jurists emphasize the importance 
of law for understanding the character and 
ethos of a people.","This is 
true of Islam more than of any other faith."
"It can be seen that the 1937 Act is a pre-
constitutional legislative measure which would fall  
directly within Article 13(1) of the Constitution o f India, 
which reads as under: 
“Article 13 - Laws inconsistent with or in 
derogation of the fundamental rights - 
(1) All laws in force in the territory of India 322 immediately before the commencement of 
this Constitution, in so far as they are 
inconsistent with the provisions of this part, 
shall, to the extent of such inconsistency, 
be void.","Obviously, moral 
obligation is quite a different thing from 
legal necessity and if in law these 
distinctions are not kept in mind error and 
confusion are the inevitable result.” 
 
14.","(2) xxx xxx xxx 
(3) In this article, unless the context 
otherwise requires,- 
(a) “law” includes any Ordinance, order, 
bye-law, rule, regulation, notification, 
custom or usage having in the territory of 
India the force of law; 
(b) “laws in force” includes laws passed or 
made by a Legislature or other competent 
authority in the territory of India before the 
commencement of this Constitution and not 
previously repealed, notwithstanding that 
any such law or any part thereof may not 
be then in operation either at all or in 
particular areas.” 
 
15."
"Lord Thankerton speaking for the Privy Council put it 
thus: 
“There is nothing in the case to suggest 
that the parties are not Sunni Mahomedans 
governed by the ordinary Hanafi law, and, 
in the opinion of their Lordships, the law of 
divorce applicable in such a case is 
correctly stated by Sir R.K Wilson, in his 
Digest of Anglo-Muhammadan Law, 5th 
ed., at p. 136, as follows: “The divorce 
called talak  may be either irrevocable ( bain ) 
or revocable ( raja ).","I n a 
Privy Council decision in 1932, 5 years before the 1937 
Act, namely Rashid Ahmad v.  Anisa Khatun , (1931-
32) 59 IA  21: AIR 1932 PC 25, the Privy Council was 
squarely called upon to adjudicate upon a Triple Ta laq.","A talak bain , while it 
always operates as an immediate and 
complete dissolution of the marriage bond, 
differs as to one of its ulterior effects 
according to the form in which it is 
pronounced."
"A talak 
actually pronounced under compulsion or in 
jest is valid and effective: Baillie’s Digest, 
2nd ed., p. 208; Ameer Ali’s Mohammedan 
Law, 3rd ed., vol.","The first-named of the 
above methods is called ahsan  (best), the 327 second hasan  (good), the third and fourth 
are said to be bidaat  (sinful), but are, 
nevertheless, regarded by Sunni lawyers 
as legally valid.”  
                                                       (at page 
26) 
The Privy Council went on to state: 
“Their Lordships are of opinion that the 
pronouncement of the triple talak by 
Ghiyas-ud-din constituted an immediately 
effective divorce, and, while they are 
satisfied that the High Court were not 
justified in such a conclusion on the 
evidence in the present case, they are of 
opinion that the validity and effectiveness of 
the divorce would not be affected by 
Ghiyas-ud-din’s mental intention that it 
should not be a genuine divorce, as such a 
view is contrary to all authority.","ii., p. 518; Hamilton’s 
Hedaya, vol."
"(See Dicey — “Law of the 
Constitution” — 10th Edn., Introduction cx).","If a 340 decision is taken without any principle or 
without any rule it is unpredictable and 
such a decision is the antithesis of a 
decision taken in accordance with the rule 
of law.","“Law has reached its finest moments”, 
stated Douglas, J. in United 
States  v. Wunderlick  [342 US 98], “when it 
has freed man from the unlimited discretion 
of some ruler…."
"“Law has reached its finest moments”, 
stated Douglas, J. in United 
States  v. Wunderlick  [342 US 98], “when it 
has freed man from the unlimited discretion 
of some ruler….","(See Dicey — “Law of the 
Constitution” — 10th Edn., Introduction cx).","Where discretion, is 
absolute, man has always suffered”."
"Dicey, the great 
expounder of the rule of law, delivered his 
lectures as Vinerian Professor of English 
law at Oxford, which were published in 
1885 under the title, “ Introduction to the 
Study of the Law of the Constitution ”.","And the 
Constitutional law of 1975 has undergone 
many changes since A.V.","But 
so much, I suppose, can be said with 
reasonable certainty that the rule of law 
means that the exercise of powers of 
Government shall be conditioned by law 
and that subject to the exceptions to the 
doctrine of equality, no one shall be 
exposed to the arbitrary will of the 
Government."
"[See Wade and Phillips: 
Constitutional Law (Sixth Edn., pp.","We 
may not therefore rely wholly on Dicey’s 
exposition of the rule of law but ever since 
the second world war, the rule has come to 
acquire a positive content in all democratic 
countries.","70-73)] 
The International Commission of Jurists, 
which has a consultative status under the 
United Nations, held its Congress in Delhi 
in 1959 where lawyers, judges and law 
teachers representing fifty-three countries 
affirmed that the rule of law is a dynamic 
concept which should be employed to 
safeguard and advance the political and 
civil rights of the individual in a free society."
"‘Law’ is reasonable 
law, not any enacted piece.","To sum up, ‘procedure’ in 
Article 21 means fair, not formal 
procedure.","As 
Article 22 specifically spells out 
the procedural safeguards for 
preventive and punitive 
detention, a law providing for 
such detentions should conform 
to Article 22."
